custom/status_overtake_max,rollout/ep_rew_mean,time/fps,custom/status_collision_mean,rollout/ep_len_mean,time/total_timesteps,custom/status_speed_avg,custom/reward_speed,time/time_elapsed,time/iterations,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/value_loss,train/clip_fraction,train/clip_range,train/loss,train/explained_variance,train/std,train/entropy_loss
0,379.14565147,557,0.0,307.04,589824,27.05211850158534,0.45086864169308905,1057,36,0.012520339,0.0005,-0.0032571452982665507,350,31.14925852417946,0.10631103515625,0.2,21.928226470947266,0.8782846927642822,0.8206318616867065,-2.441267819702625
0,357.46897169000005,561,0.0,269.13,606208,28.95224079025261,0.4825373465042102,1079,37,0.008035713,0.0005,-0.0004389174588141032,360,39.42631460428238,0.12093505859375,0.2,19.132654190063477,0.8524094820022583,0.826656699180603,-2.448611395061016
0,328.16251875,564,0.0,231.36,622592,30.123260008164543,0.502054333469409,1102,38,0.022267405,0.0005,-0.0005596847979177256,370,43.33895673155784,0.1088134765625,0.2,19.423906326293945,0.8386074304580688,0.8291590213775635,-2.453221061825752
0,339.86978292999993,568,0.0,236.39,638976,30.775009022368327,0.5129168170394721,1124,39,0.0064093405,0.0005,-0.003953607318544527,380,56.628991508483885,0.065057373046875,0.2,23.037715911865234,0.7880387306213379,0.8405632972717285,-2.4755998119711875
0,339.9278458200001,571,0.0,237.67,655360,29.483169856779753,0.49138616427966253,1146,40,0.0075070728,0.0005,-0.0034253900150361003,390,48.59735579490662,0.090679931640625,0.2,24.119239807128906,0.8182293176651001,0.8479197025299072,-2.498505039513111
0,331.55344525,574,0.0,227.82,671744,30.84638126256157,0.5141063543760261,1168,41,0.005590746,0.0005,-0.0006400671059964225,400,50.03238993883133,0.091912841796875,0.2,27.618560791015625,0.8180864453315735,0.8480821847915649,-2.502596212923527
0,379.18803465000013,577,0.0,275.16,688128,27.951988687671076,0.4658664781278512,1190,42,0.004667056,0.0005,-0.0027644788242469076,410,52.96126598119736,0.079461669921875,0.2,21.104482650756836,0.8101223111152649,0.8583540320396423,-2.5170343309640884
0,403.93624271999994,581,0.0,306.92,704512,27.164449577400006,0.4527408262900001,1211,43,0.015322461,0.0005,0.0006375770162776462,420,36.85145611166954,0.1188232421875,0.2,16.813535690307617,0.8480872511863708,0.8718509674072266,-2.5452022895216944
0,398.61174471000004,584,0.0,301.59,720896,28.047206466526177,0.46745344110876963,1232,44,0.008691086,0.0005,-0.000555898985476233,430,31.656183582544326,0.108575439453125,0.2,10.678133010864258,0.8684508204460144,0.8777626752853394,-2.5687797285616396
0,385.1671939,587,0.0,289.59,737280,27.711512644291588,0.4618585440715265,1254,45,0.007453361,0.0005,-0.002888771351717878,440,38.932651752233504,0.0894287109375,0.2,17.026769638061523,0.8580092191696167,0.8804280757904053,-2.5687321364879607
0,400.67818545999995,590,0.0,303.64,753664,27.495672733805186,0.4582612122300864,1276,46,0.005537439,0.0005,-0.002788168283223058,450,45.289691627025604,0.087603759765625,0.2,20.823341369628906,0.8371258974075317,0.8922536373138428,-2.589291290938854
0,403.11351129,593,0.0,305.7,770048,27.37110899638825,0.4561851499398042,1298,47,0.008279506,0.0005,-0.002140648031490855,460,40.89921489357948,0.099066162109375,0.2,24.028003692626953,0.8579911589622498,0.9049373865127563,-2.6190444380044937
0,394.38890534999996,595,0.0,302.92,786432,27.250740455138832,0.4541790075856471,1319,48,0.011247905,0.0005,-0.0009885275128908688,470,39.79081664085388,0.08465576171875,0.2,19.116605758666992,0.8616270422935486,0.9106990694999695,-2.6316136568784714
0,390.40905352999994,598,0.0,294.5,802816,28.08382703709087,0.4680637839515145,1341,49,0.0054658093,0.0005,-0.0022329375246044948,480,41.18898944854736,0.089752197265625,0.2,21.740114212036133,0.8538267612457275,0.9057000279426575,-2.625955494493246
0,393.15239131000004,599,0.0,289.11,819200,29.962798127498193,0.4993799687916366,1366,50,0.0066539785,0.0005,-0.0007412673516228096,490,41.290233767032625,0.121405029296875,0.2,15.17703914642334,0.8530643582344055,0.9018052220344543,-2.615796135365963
0,346.8386408900001,600,0.0,234.22,835584,30.680991433022854,0.5113498572170476,1391,51,0.019226717,0.0005,-0.002600169365177862,500,57.137471807003024,0.08858642578125,0.2,25.274526596069336,0.824685275554657,0.904144287109375,-2.6124964274466036
