time/fps,custom/status_speed_avg,custom/status_collision_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,custom/status_overtake_max,custom/reward_speed,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/clip_range,train/loss,train/learning_rate,train/explained_variance,train/entropy_loss,train/std
569,34.38394242744949,0.0,44,360448,172.98,0,0.5730657071241583,632,281.20819159999996,430,0.005615741,-0.0031579324218910187,69.4113550901413,0.063232421875,0.2,35.140899658203125,0.0005,0.7469278573989868,-2.6258620485663413,0.9058045148849487
571,33.717843441446796,0.0,45,368640,181.58,0,0.5619640573574466,645,292.62804658000005,440,0.004609671,-0.0018359924761170987,78.79026658535004,0.07369384765625,0.2,43.34215545654297,0.0005,0.7026975154876709,-2.634281261265278,0.9075523614883423
572,34.15893789140922,0.0,46,376832,171.29,0,0.5693156315234869,658,275.69720938,450,0.004184478,-0.0021462865362991577,72.0609260559082,0.03719482421875,0.2,36.700958251953125,0.0005,0.722652792930603,-2.6533091738820076,0.9226828813552856
573,32.70903649754791,0.0,47,385024,171.31,0,0.5451506082924651,671,271.14543232,460,0.0042588413,-0.0014459185680607335,84.40247240066529,0.035205078125,0.2,36.692718505859375,0.0005,0.683645486831665,-2.6744347721338273,0.930161714553833
574,33.276570548319526,0.0,48,393216,171.83,0,0.5546095091386588,684,268.40054574999994,470,0.0063633746,-0.0013757799002632964,76.42747375965118,0.047021484375,0.2,42.91057586669922,0.0005,0.6933453679084778,-2.6843155562877654,0.9328904151916504
575,33.75329088203624,0.0,49,401408,174.99,0,0.5625548480339373,697,277.83519837000006,480,0.009821976,-0.00213061582762748,76.09358150959015,0.05062255859375,0.2,40.255393981933594,0.0005,0.6700040102005005,-2.6853084161877634,0.9350190162658691
577,32.844022203657275,0.0,50,409600,180.12,0,0.5474003700609545,709,284.39113638000003,490,0.0052574947,-0.0014637934655183926,72.36383452415467,0.05037841796875,0.2,43.01374435424805,0.0005,0.7418109178543091,-2.701786530017853,0.9463246464729309
578,33.59497307888319,0.0,51,417792,173.8,0,0.5599162179813865,722,274.94608211999997,500,0.00813848,-0.0016544703110412228,70.25887598991395,0.04853515625,0.2,30.362979888916016,0.0005,0.7437993288040161,-2.703469270467758,0.9431768655776978
578,34.74448963872194,0.0,52,425984,163.31,0,0.5790748273120323,736,262.65472006,510,0.0034894925,-0.003986306504521054,75.19569959640503,0.05665283203125,0.2,42.66888427734375,0.0005,0.7243391275405884,-2.6844056725502012,0.9323606491088867
579,34.365333576970556,0.0,53,434176,162.23,0,0.572755559616176,749,265.05486136,520,0.010424096,-0.0031382012020912953,83.65009608268738,0.0607666015625,0.2,37.57687759399414,0.0005,0.7268851399421692,-2.674993832409382,0.9349982738494873
580,35.00001906196475,0.0,54,442368,170.43,0,0.5833336510327458,762,279.50479719,530,0.0050880574,-0.00113689153076848,82.30020272731781,0.05648193359375,0.2,40.567108154296875,0.0005,0.70961594581604,-2.6701423600316048,0.9322999715805054
581,33.79066450888776,0.0,55,450560,185.76,0,0.5631777418147959,774,302.0669425,540,0.0053901076,-0.0040582697467471006,74.7931259393692,0.0520263671875,0.2,42.7039909362793,0.0005,0.7255111932754517,-2.6698471799492838,0.9376558065414429
581,35.428800060334424,0.0,56,458752,183.39,0,0.5904800010055736,788,299.12369724,550,0.004873978,-0.0029767251398880035,65.95922281742097,0.06519775390625,0.2,32.53196334838867,0.0005,0.747867226600647,-2.6802601546049116,0.9425382614135742
582,35.87898268960123,0.0,57,466944,164.68,0,0.5979830448266871,801,274.54546988,560,0.0064893006,-0.0018795341173245105,97.36039624214172,0.06094970703125,0.2,41.84126281738281,0.0005,0.6616123914718628,-2.6793021485209465,0.9421881437301636
582,36.898014713271834,0.0,58,475136,164.73,0,0.6149669118878639,815,282.2328976,570,0.006147675,-0.0011642030614893884,93.61809673309327,0.07188720703125,0.2,33.92850875854492,0.0005,0.674974799156189,-2.6730019226670265,0.9396979808807373
583,37.439368146670425,0.0,59,483328,150.63,0,0.6239894691111738,828,265.46397844,580,0.012782067,-0.0019016058846318628,92.418985414505,0.07601318359375,0.2,43.74256134033203,0.0005,0.6770567893981934,-2.6871289417147635,0.9556052684783936
584,35.59610514621558,0.0,60,491520,163.44,0,0.5932684191035928,841,281.12580558999997,590,0.0068666725,-0.0019197501431335695,114.86720061302185,0.07061767578125,0.2,48.45690155029297,0.0005,0.6520720720291138,-2.7215894624590873,0.9732221364974976
586,36.20846359600213,0.0,61,499712,169.84,0,0.6034743932667022,852,286.06471319,600,0.004412404,-0.0011701632203767077,85.53107643127441,0.03828125,0.2,33.62602233886719,0.0005,0.69873046875,-2.742422823607922,0.9801313877105713
588,35.140660440838204,0.0,62,507904,163.95,0,0.58567767401397,863,275.91284457,610,0.004629501,-0.0018284923848113977,97.897177028656,0.06319580078125,0.2,39.98395538330078,0.0005,0.6786819696426392,-2.7668315902352334,0.9981207847595215
590,35.58886662486135,0.0,63,516096,171.75,0,0.5931477770810225,874,286.84637532000005,620,0.0046038274,-0.00199563677306287,97.86774787902831,0.0656494140625,0.2,45.05094909667969,0.0005,0.6073495149612427,-2.7947335988283157,1.011306881904602
591,35.491111973392094,0.0,64,524288,179.15,0,0.5915185328898683,886,298.83789868,630,0.0061075706,-0.0019440365751506761,87.20579798221588,0.04041748046875,0.2,41.44756317138672,0.0005,0.7026408910751343,-2.8058598697185517,1.0157939195632935
593,36.87134752482608,0.0,65,532480,166.92,0,0.6145224587471013,897,284.23810006,640,0.009713375,-0.0007229286973597481,98.88987889289857,0.10023193359375,0.2,44.14740753173828,0.0005,0.6438400745391846,-2.8183897748589515,1.0295372009277344
594,36.36847754966543,0.0,66,540672,154.01,0,0.6061412924944238,908,265.83505568,650,0.0038599719,6.607281102333218e-06,103.08041653633117,0.04439697265625,0.2,55.282325744628906,0.0005,0.6667371988296509,-2.8448523208498955,1.0440948009490967
596,36.41028754925489,0.0,67,548864,153.74,0,0.6068381258209148,920,262.51916279,660,0.003471173,-0.001310634965193458,95.91301255226135,0.05186767578125,0.2,32.292930603027344,0.0005,0.6951626539230347,-2.8713768526911734,1.0628045797348022
598,35.565602108690264,0.0,68,557056,167.35,0,0.5927600351448377,930,285.33842999,670,0.004991149,-0.002402496023569256,102.00714235305786,0.04571533203125,0.2,46.743247985839844,0.0005,0.6713607311248779,-2.8916145980358126,1.0710177421569824
599,35.34839018879825,0.0,69,565248,174.99,0,0.5891398364799708,943,296.5491182,680,0.003926839,-0.000959687025169842,90.1723002910614,0.06353759765625,0.2,38.920433044433594,0.0005,0.6401723623275757,-2.9022367864847185,1.0818982124328613
599,35.719090425851434,0.0,70,573440,170.69,0,0.5953181737641906,956,284.71035528000004,690,0.006146128,-0.0013143251202563989,102.10248007774354,0.0349365234375,0.2,53.432708740234375,0.0005,0.6529680490493774,-2.911129754781723,1.083817720413208
599,34.8219575985591,0.0,71,581632,168.19,0,0.580365959975985,970,277.54426428000005,700,0.004591991,-0.0022166942995681892,100.38289971351624,0.0693359375,0.2,45.21491241455078,0.0005,0.6461479663848877,-2.928238797187805,1.1057498455047607
599,35.29204204476583,0.0,72,589824,164.04,0,0.5882007007460972,983,271.3150081,710,0.0077316994,-0.0021289091142534743,89.17501912117004,0.0563720703125,0.2,47.81653594970703,0.0005,0.6926993131637573,-2.9469890028238295,1.1120508909225464
599,34.70505333340425,0.0,73,598016,160.8,0,0.5784175555567375,996,264.53354219,720,0.0088495575,-0.003068828795221634,98.6988037109375,0.0829833984375,0.2,50.68880081176758,0.0005,0.6840870976448059,-2.9534595727920534,1.1157729625701904
600,35.800322566168745,0.0,74,606208,163.62,0,0.596672042769479,1010,269.90264943,730,0.010125755,-0.003836827068880666,90.90144524574279,0.08411865234375,0.2,37.19957733154297,0.0005,0.6955732107162476,-2.9534918159246444,1.1108477115631104
600,36.98273454712235,0.0,75,614400,152.17,0,0.6163789091187057,1023,261.20061881,740,0.0028054412,-0.0017462569332565181,101.42154169082642,0.036669921875,0.2,56.66521072387695,0.0005,0.6787223815917969,-2.947376972436905,1.1164731979370117
600,35.853946704346384,0.0,76,622592,159.02,0,0.597565778405773,1036,275.14283673,750,0.004474424,-0.0007812278628989589,107.57928285598754,0.07894287109375,0.2,54.28484344482422,0.0005,0.6817014217376709,-2.9567920491099358,1.125006914138794
600,35.291999307347865,0.0,77,630784,168.48,0,0.5881999884557977,1050,282.7127915599999,760,0.0038886853,-0.0023853827922721395,82.13445467948914,0.0407470703125,0.2,37.51893997192383,0.0005,0.7017278671264648,-2.9576366528868676,1.123759388923645
600,35.76541497707895,0.0,78,638976,176.6,0,0.5960902496179824,1064,294.63418185999996,770,0.0048855674,-0.003656271285217372,85.6183125257492,0.05015869140625,0.2,39.93424606323242,0.0005,0.7292543649673462,-2.964704319834709,1.1310253143310547
600,35.82080393764979,0.0,79,647168,170.29,0,0.5970133989608299,1077,288.21404502,780,0.005754431,-0.0006640048908593599,87.92092227935791,0.07880859375,0.2,37.351524353027344,0.0005,0.6907347440719604,-2.97064271569252,1.1380585432052612
600,35.3236355429147,0.0,80,655360,188.88,0,0.5887272590485784,1090,315.68462588,790,0.0046730964,-0.0013123254262609406,94.21783342361451,0.0682861328125,0.2,38.96973419189453,0.0005,0.6714693307876587,-2.9850338086485864,1.1519720554351807
601,35.547285250703624,0.0,81,663552,197.72,0,0.5924547541783939,1103,330.76835664,800,0.0046919254,-0.002353823550220113,69.62634122371674,0.04698486328125,0.2,25.363697052001953,0.0005,0.7326284646987915,-3.011944741010666,1.1640772819519043
601,37.063082526100274,0.0,82,671744,189.15,0,0.6177180421016712,1116,322.20807469999994,810,0.0056234547,-0.00121928221633425,78.97943024635315,0.06783447265625,0.2,35.14883804321289,0.0005,0.7212965488433838,-3.018645928800106,1.1615643501281738
601,35.181813668029264,0.0,83,679936,191.09,0,0.586363561133821,1130,322.44953397000006,820,0.0030540538,-0.0010310142657544929,85.89989454746247,0.06134033203125,0.2,37.2736930847168,0.0005,0.7249643206596375,-3.0260962560772895,1.1707652807235718
602,35.530684092066025,0.0,84,688128,187.7,0,0.5921780682011004,1142,317.39216010999996,830,0.004731442,-0.000592122097441461,77.4751571893692,0.085009765625,0.2,43.81089401245117,0.0005,0.7384934425354004,-3.0353259086608886,1.1859968900680542
602,35.509895118150354,0.0,85,696320,189.31,0,0.5918315853025058,1156,315.93230729,840,0.0043454627,-0.002415391667454969,84.01624536514282,0.04842529296875,0.2,33.22836685180664,0.0005,0.7164121866226196,-3.044337573647499,1.1899731159210205
602,34.72507069824624,0.0,86,704512,188.5,0,0.5787511783041042,1169,314.34408899000005,850,0.0031434542,-0.001265923408936942,78.0021948337555,0.05792236328125,0.2,34.32762145996094,0.0005,0.74885094165802,-3.058474087715149,1.2051162719726562
602,36.00383669020603,0.0,87,712704,166.8,0,0.6000639448367671,1183,278.56854829,860,0.0038680504,-0.001218142703146441,86.33894970417023,0.05703125,0.2,34.491844177246094,0.0005,0.6923844814300537,-3.079790909588337,1.2268775701522827
602,35.85027861610804,0.0,88,720896,160.61,0,0.5975046436018008,1196,271.50092297,870,0.0053257216,-0.003774708891432965,109.53241930007934,0.06202392578125,0.2,50.79502868652344,0.0005,0.6583834886550903,-3.0848697036504746,1.2188026905059814
602,36.58984534846876,0.0,89,729088,161.63,0,0.6098307558078125,1209,275.25763830000005,880,0.0055310125,-0.0012251583684701473,89.09291501045227,0.06456298828125,0.2,34.6642951965332,0.0005,0.697451651096344,-3.0894801735877992,1.2298600673675537
602,36.275251127933075,0.0,90,737280,150.17,0,0.6045875187988845,1223,259.57556124,890,0.002521761,-0.0007705011710640974,100.58931069374084,0.061474609375,0.2,42.40116500854492,0.0005,0.6606691479682922,-3.1121816113591194,1.2480239868164062
603,34.75386657211881,0.0,91,745472,168.97,0,0.5792311095353134,1236,285.38633210000006,900,0.003962403,-0.0014552470413036645,98.02669930458069,0.0408935546875,0.2,34.15982437133789,0.0005,0.7032663822174072,-3.1461826249957086,1.279425859451294
603,35.158512947496746,0.0,92,753664,191.5,0,0.5859752157916124,1249,316.18804858,910,0.004616229,-0.0034800647750671486,65.41673181056976,0.04801025390625,0.2,27.13011932373047,0.0005,0.7624755501747131,-3.1576913475990294,1.273033618927002
603,34.19951286825619,0.0,93,761856,181.22,0,0.5699918811376031,1262,299.80880575,920,0.0062214993,-0.0027682607236783952,86.70976312160492,0.0539794921875,0.2,38.23577880859375,0.0005,0.7330346703529358,-3.1595089197158814,1.2988687753677368
603,36.786110666053816,0.0,94,770048,172.36,0,0.6131018444342303,1275,288.69861528,930,0.007522854,-0.0032388175881351345,78.77652933597565,0.05032958984375,0.2,37.00307083129883,0.0005,0.7211273908615112,-3.161598581075668,1.2918267250061035
603,34.904429003626866,0.0,95,778240,174.19,0,0.5817404833937811,1288,291.24859101,940,0.005449415,0.00019653804338304326,94.91257700920104,0.06888427734375,0.2,47.094749450683594,0.0005,0.7084282636642456,-3.1699105203151703,1.3126585483551025
604,35.341142202637926,0.0,96,786432,177.56,0,0.589019036710632,1301,297.65930908,950,0.0030476504,-0.0020748196489876135,90.91483190059662,0.04183349609375,0.2,35.070194244384766,0.0005,0.6756287217140198,-3.174844543635845,1.3080055713653564
604,35.56529504097675,0.0,97,794624,173.01,0,0.5927549173496124,1314,289.25962302,960,0.0063161445,0.0010741396377852651,82.56713585853576,0.0911865234375,0.2,44.14214324951172,0.0005,0.7130175828933716,-3.184149716794491,1.3263592720031738
604,35.38895591043688,0.0,98,802816,169.55,0,0.5898159318406146,1327,283.54687595,970,0.0037889353,-0.0035334067229996434,87.46326017379761,0.05399169921875,0.2,42.060550689697266,0.0005,0.7187921404838562,-3.194938151538372,1.3277490139007568
604,38.11532421176989,0.0,99,811008,166.81,0,0.6352554035294982,1340,287.4928373000001,980,0.007939981,-0.0014366124014486559,81.62425374984741,0.074560546875,0.2,44.240089416503906,0.0005,0.7031244039535522,-3.186575399339199,1.3272778987884521
605,35.29543519995863,0.0,100,819200,167.42,0,0.588257253332644,1353,288.94737534,990,0.0049762893,-0.001999740704195574,105.31217098236084,0.03531494140625,0.2,38.92519760131836,0.0005,0.6820604801177979,-3.1984793528914452,1.3527933359146118
605,35.31062334328233,0.0,101,827392,178.35,0,0.5885103890547057,1366,301.20299940999996,1000,0.008320592,-0.002375700477932696,77.48489034175873,0.0592041015625,0.2,38.359474182128906,0.0005,0.7393771409988403,-3.214772580564022,1.3577234745025635
605,35.72122185919224,0.0,102,835584,174.25,0,0.5953536976532041,1379,292.45316027,1010,0.007892476,0.0015057408309075981,84.52131071090699,0.11126708984375,0.2,32.513465881347656,0.0005,0.7123419642448425,-3.216187685728073,1.3682087659835815
606,36.51726886792211,0.0,103,843776,178.46,0,0.6086211477987018,1392,301.85476831,1020,0.0058889696,-0.0025153864451567644,95.22072439193725,0.061962890625,0.2,47.927452087402344,0.0005,0.6795755624771118,-3.234295827150345,1.387081265449524
606,36.30104981514987,0.0,104,851968,164.75,0,0.6050174969191644,1405,283.81635122999995,1030,0.004210001,-0.0015340328543970827,85.93040001392365,0.05323486328125,0.2,45.56365966796875,0.0005,0.7031509876251221,-3.2470688596367836,1.3892126083374023
606,35.093933085686004,0.0,105,860160,176.4,0,0.5848988847614334,1418,299.21522946,1040,0.005255711,-0.0008957009158621076,88.87486600875854,0.06729736328125,0.2,36.72402572631836,0.0005,0.7240654826164246,-3.2559836328029634,1.4012075662612915
606,36.119605412210376,0.0,106,868352,172.1,0,0.6019934235368396,1431,287.7017321,1050,0.005403849,-0.0023411279486026614,83.9092425584793,0.04232177734375,0.2,34.266387939453125,0.0005,0.7400055527687073,-3.2672057807445527,1.408956527709961
606,36.370248483495146,0.0,107,876544,160.86,0,0.6061708080582526,1444,274.35021152999997,1060,0.005350775,-0.0011951175183639862,95.0801170349121,0.03529052734375,0.2,36.6609001159668,0.0005,0.694082498550415,-3.2753026351332664,1.4148774147033691
606,35.81984499488226,0.0,108,884736,172.24,0,0.596997416581371,1457,295.26092597999997,1070,0.007139902,-0.003788402070495067,108.62543411254883,0.0685546875,0.2,56.38127899169922,0.0005,0.6580984592437744,-3.2777178436517715,1.427438497543335
606,36.55138592409752,0.0,109,892928,181.07,0,0.6091897654016253,1471,308.11547269,1080,0.0037813524,-0.002330620967404684,78.85841858386993,0.03583984375,0.2,40.36214065551758,0.0005,0.7180172801017761,-3.2812066599726677,1.4318584203720093
607,35.41134109784018,0.0,110,901120,169.26,0,0.5901890182973363,1484,288.30460596999995,1090,0.005211953,-0.0010909570453804917,104.87086668014527,0.04127197265625,0.2,56.139915466308594,0.0005,0.6755116581916809,-3.2941512420773504,1.4505736827850342
607,37.28040031254261,0.0,111,909312,174.97,0,0.6213400052090435,1497,298.32422965999996,1100,0.0064731757,-0.0016458144862554036,76.45319168567657,0.05396728515625,0.2,37.32044982910156,0.0005,0.7284097075462341,-3.298692812025547,1.4429203271865845
607,36.19336856941045,0.0,112,917504,174.99,0,0.6032228094901743,1510,300.19388659,1110,0.0026943951,-0.001040890859439969,97.69409289360047,0.03529052734375,0.2,45.14628219604492,0.0005,0.6900534629821777,-3.3010402739048006,1.4584132432937622
