rollout/ep_len_mean,time/total_timesteps,custom/reward_speed,custom/status_collision_mean,custom/status_speed_avg,time/time_elapsed,time/fps,custom/status_overtake_max,time/iterations,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/learning_rate,train/explained_variance,train/n_updates,train/entropy_loss,train/approx_kl,train/std,train/policy_gradient_loss,train/loss,train/clip_fraction
241.34,5586944,0.6498513838647295,0.0,38.991083031883775,914,626,0,35,426.81788467,0.2,79.74138530492783,0.0005,0.8140963315963745,3400,-6.061345584690571,0.0071649626,22.38258934020996,-0.0017325648659607396,46.76210403442383,0.08524169921875
234.22,5603328,0.6462150480771508,0.0,38.77290288462905,937,629,0,36,429.10407669,0.2,95.08741014003753,0.0005,0.7704936265945435,3410,-6.07005371004343,0.0066426825,22.59282112121582,-0.0042297703366784845,43.87802505493164,0.05762939453125
239.12,5619712,0.6578936865950251,0.0,39.473621195701504,960,631,0,37,439.73945781000003,0.2,90.67103013992309,0.0005,0.7747473120689392,3420,-6.083014224469662,0.0039359666,23.00702667236328,-0.004172505339374766,39.261470794677734,0.050555419921875
244.43,5636096,0.6481261495818632,0.0,38.8875689749118,984,632,0,38,452.25691337000006,0.2,93.86716310977936,0.0005,0.7886630296707153,3430,-6.105156947672367,0.005288237,23.357784271240234,-0.0020263271078874824,38.2582893371582,0.064495849609375
272.81,5652480,0.611488543565912,0.0,36.68931261395471,1006,634,0,39,484.55529526000004,0.2,94.04624745845794,0.0005,0.7974119186401367,3440,-6.133135499060154,0.0076084053,23.715700149536133,-0.0023859346369135893,48.40193557739258,0.057952880859375
268.74,5668864,0.6228384312037196,0.0,37.37030587222318,1029,636,0,40,467.38978643999997,0.2,70.1123899936676,0.0005,0.8233423233032227,3450,-6.147419248521328,0.0049639177,23.70969581604004,-0.0007206745507573942,35.293846130371094,0.085479736328125
271.37,5685248,0.5815041462722342,0.0,34.89024877633405,1052,638,0,41,466.2572139300001,0.2,84.54511243104935,0.0005,0.8145509362220764,3460,-6.155242073535919,0.0050476035,23.869234085083008,-0.003933529636196908,49.26115798950195,0.069659423828125
280.35,5701632,0.5992472658027566,0.0,35.954835948165396,1076,639,0,42,465.92837656999995,0.2,64.92303556203842,0.0005,0.82167649269104,3470,-6.166110634803772,0.0046173893,23.97426986694336,-0.0036220006171788556,21.059764862060547,0.057757568359375
242.62,5718016,0.6073965923412181,0.0,36.44379554047309,1099,640,0,43,421.08026885,0.2,77.2449253320694,0.0005,0.8035035133361816,3480,-6.168648563325405,0.0057621608,23.820045471191406,-0.004243120668616029,27.319477081298828,0.072943115234375
258.57,5734400,0.6134419480495676,0.0,36.80651688297405,1122,642,0,44,445.74376011,0.2,78.53201348781586,0.0005,0.7994789481163025,3490,-6.182964573800564,0.0051575433,24.080354690551758,-0.0033853522058052477,31.364044189453125,0.06776123046875
284.61,5750784,0.6047163806384355,0.0,36.28298283830613,1144,644,0,45,500.4386991499999,0.2,79.5112548828125,0.0005,0.799045979976654,3500,-6.206123313307762,0.0046464736,24.678234100341797,-0.0007644215729669668,40.42209243774414,0.076129150390625
281.4,5767168,0.6075858089331838,0.0,36.45514853599103,1166,646,0,46,484.02825133000005,0.2,61.390146100521086,0.0005,0.8326029181480408,3510,-6.206812992691994,0.006200607,24.883020401000977,-0.002817258731010952,23.43214225769043,0.07781982421875
278.18,5783552,0.600205161074721,0.0,36.01230966448326,1191,646,0,47,476.1294185699999,0.2,74.98292450904846,0.0005,0.8158071041107178,3520,-6.195016261935234,0.0059084445,24.83605194091797,-0.0051705179743294135,34.874794006347656,0.06248779296875
294.24,5799936,0.5939025606478053,0.0,35.63415363886832,1219,644,0,48,493.66274484,0.2,60.989884769916536,0.0005,0.8435280323028564,3530,-6.19700598269701,0.009223791,24.97629165649414,-0.0028554482410982017,22.24971580505371,0.097906494140625
309.08,5816320,0.5740726198608301,0.0,34.44435719164981,1248,643,0,49,513.55692126,0.2,66.77521396875382,0.0005,0.8166743516921997,3540,-6.211110627651214,0.007027029,25.17875099182129,-0.002559843757626368,36.77365493774414,0.083251953125
326.34,5832704,0.5791059390963249,0.0,34.74635634577949,1277,641,0,50,535.75458057,0.2,60.333556950092316,0.0005,0.8428258299827576,3550,-6.213875974714756,0.0067860167,25.139089584350586,-0.003870083039146266,26.741344451904297,0.06990966796875
308.75,5849088,0.6054928342373423,0.0,36.329570054240534,1305,640,0,51,512.9942644400002,0.2,62.84215248823166,0.0005,0.8397153615951538,3560,-6.212556061148644,0.0125692785,25.21495819091797,-0.0021000750315579354,27.049543380737305,0.079315185546875
250.33,5865472,0.6372832587496164,0.0,38.23699552497699,1333,638,0,52,443.28080271,0.2,64.14306415319443,0.0005,0.8295037746429443,3570,-6.203304882347584,0.006342116,25.028711318969727,-0.003246454015970812,32.24433517456055,0.078997802734375
254.46,5881856,0.6205643053605135,0.0,37.23385832163081,1362,637,0,53,449.39522789,0.2,85.67262494564056,0.0005,0.8113036751747131,3580,-6.2150894671678545,0.004431312,25.349302291870117,-0.002938694039767142,46.48487854003906,0.053326416015625
268.06,5898240,0.6377594714425883,0.0,38.26556828655529,1390,636,0,54,480.97729442000013,0.2,77.67277581691742,0.0005,0.798842191696167,3590,-6.212034238874912,0.0062531363,25.406206130981445,-0.003773158432159107,37.03573989868164,0.067529296875
265.76,5914624,0.6217901124640357,0.0,37.307406747842144,1419,634,0,55,474.96329722,0.2,80.34668807983398,0.0005,0.8255898952484131,3600,-6.216503125429154,0.0069418326,25.87264633178711,-0.0022138675827591213,36.95573806762695,0.073712158203125
265.3,5931008,0.6117775389693767,0.0,36.706652338162606,1448,633,0,56,464.15768567000015,0.2,82.81018866300583,0.0005,0.8057368993759155,3610,-6.241144388914108,0.0058808327,26.238155364990234,-0.003444937794483849,34.98802947998047,0.07281494140625
260.59,5947392,0.6241086602256544,0.0,37.446519613539266,1477,631,0,57,458.81083412,0.2,81.87095912694932,0.0005,0.8160308599472046,3620,-6.266478477418422,0.0063811066,26.71993064880371,-0.002875852293436765,37.335060119628906,0.066595458984375
253.13,5963776,0.6058568834083229,0.0,36.35141300449938,1506,630,0,58,440.40797895,0.2,79.32892922163009,0.0005,0.7923463582992554,3630,-6.290556624531746,0.0049842587,27.247587203979492,-0.0018914034357294441,40.22438430786133,0.064422607421875
296.29,5980160,0.5917908663214018,0.0,35.507451979284106,1534,629,0,59,494.8336289900001,0.2,73.28652406930924,0.0005,0.8091775178909302,3640,-6.2911837071180345,0.005973692,27.135042190551758,-0.004358454842804349,33.26976013183594,0.05936279296875
314.08,5996544,0.5770759317162688,0.0,34.62455590297613,1565,628,0,60,522.10627105,0.2,67.44343795776368,0.0005,0.8195225596427917,3650,-6.302299025654793,0.013647925,27.652740478515625,-0.0024400346372203787,24.5311336517334,0.0831787109375
289.36,6012928,0.6002399606825297,0.0,36.014397640951785,1593,627,0,61,483.69433839000004,0.2,60.93188916444778,0.0005,0.8160614967346191,3660,-6.315398260951042,0.0065278285,27.74004554748535,-0.0020828518390771933,25.0399227142334,0.07669677734375
253.36,6029312,0.6018999937204659,0.0,36.113999623227954,1622,625,0,62,435.4118034500001,0.2,86.25062296390533,0.0005,0.8073587417602539,3670,-6.316482950747013,0.007006324,27.978303909301758,-0.0032276221019856164,38.194610595703125,0.079736328125
266.87,6045696,0.5931823046890442,0.0,35.59093828134265,1650,625,0,63,448.93468036999997,0.2,81.24598100185395,0.0005,0.7946263551712036,3680,-6.331983578205109,0.014900347,28.443220138549805,-0.003744667919454514,33.463932037353516,0.078082275390625
289.69,6062080,0.5943539737088722,0.0,35.661238422532335,1679,624,0,64,488.37850829,0.2,61.64643223285675,0.0005,0.8067098259925842,3690,-6.334480135142803,0.010253696,28.682720184326172,-0.00390903490861092,21.876300811767578,0.07803955078125
275.27,6078464,0.5922287828576759,0.0,35.53372697146055,1709,623,0,65,458.27066295,0.2,74.61938970088958,0.0005,0.8181626796722412,3700,-6.324838773906231,0.01250127,28.63117218017578,-0.0037388240460131785,34.02212905883789,0.07376708984375
270.69,6094848,0.5823425079719584,0.0,34.940550478317505,1737,622,0,66,451.0699931699999,0.2,83.06156542301179,0.0005,0.7928259968757629,3710,-6.355698370933533,0.01327974,29.3497314453125,-0.0019045494402234909,36.568634033203125,0.07415771484375
304.71,6111232,0.565516879626818,0.0,33.93101277760908,1766,621,0,67,493.27956488999996,0.2,72.06031582355499,0.0005,0.8142375946044922,3720,-6.390085607767105,0.009444423,29.899805068969727,-0.0017541123383125524,30.666255950927734,0.077923583984375
301.84,6127616,0.5848446606289919,0.0,35.09067963773951,1794,620,0,68,492.1567077700001,0.2,64.22914440631867,0.0005,0.8192523121833801,3730,-6.401357714831829,0.0073015485,30.020261764526367,-0.003232227944317856,30.765329360961914,0.07916259765625
252.99,6144000,0.6362230355339615,0.0,38.1733821320377,1822,620,0,69,442.31772778,0.2,74.31005492210389,0.0005,0.7893036603927612,3740,-6.379879036545754,0.005995698,29.611873626708984,-0.004031540497453534,33.78936004638672,0.067279052734375
262.74,6160384,0.6197127525942228,0.0,37.18276515565337,1851,619,0,70,467.11004124999994,0.2,93.56902782917022,0.0005,0.7510212659835815,3750,-6.3764240622520445,0.006052345,29.94566535949707,-0.002851393336459296,41.49943161010742,0.074066162109375
288.86,6176768,0.6136218290876218,0.0,36.81730974525731,1880,618,0,71,503.31833423999996,0.2,73.99417679309845,0.0005,0.8150944709777832,3760,-6.3853278934955595,0.0051896162,30.080957412719727,-0.003091469249193324,27.30629539489746,0.067205810546875
293.18,6193152,0.6131508750961279,0.0,36.78905250576767,1908,617,0,72,503.95637683,0.2,78.70966305732728,0.0005,0.8092684149742126,3770,-6.3900191828608515,0.0050562294,30.3713436126709,-0.0018018562441284303,29.622440338134766,0.067828369140625
287.23,6209536,0.6276541727205165,0.0,37.65925036323099,1938,617,0,73,501.66405015000004,0.2,82.86583136320114,0.0005,0.7927252054214478,3780,-6.393633036315441,0.009462511,30.517520904541016,-0.004498214567138348,41.00822067260742,0.066162109375
254.3,6225920,0.6685326418122951,0.0,40.11195850873771,1967,616,0,74,462.86331547000003,0.2,73.71015251874924,0.0005,0.810508131980896,3790,-6.395898607373238,0.008326128,30.51633071899414,-0.002996734928819933,36.55918884277344,0.06165771484375
253.58,6242304,0.6382837252698526,0.0,38.29702351619116,1997,615,0,75,467.18228489,0.2,89.16378593444824,0.0005,0.7670677900314331,3800,-6.396615715324879,0.005630073,30.661876678466797,-0.0030768792425078574,31.60831642150879,0.063818359375
238.06,6258688,0.6280438711393577,0.0,37.68263226836146,2026,614,0,76,429.93687381999996,0.2,79.5663837313652,0.0005,0.7819257378578186,3810,-6.419077114760876,0.014109424,31.385942459106445,-0.0015517285111855017,37.439170837402344,0.07032470703125
263.3,6275072,0.6047600790811711,0.0,36.28560474487027,2055,613,0,77,458.56728440000006,0.2,101.33798568248748,0.0005,0.7427724599838257,3820,-6.448944921791553,0.0051114224,32.152713775634766,-0.0015499958655709634,31.779523849487305,0.070050048828125
288.09,6291456,0.5983918241869167,0.0,35.903509451215,2084,613,0,78,493.94998243000003,0.2,75.87857037782669,0.0005,0.8022940754890442,3830,-6.477765440940857,0.005560524,32.49277877807617,-0.003991455662253429,30.60100555419922,0.070819091796875
263.79,6307840,0.5933069044829709,0.0,35.598414268978246,2114,612,0,79,445.33718756,0.2,72.21641960144044,0.0005,0.8155876398086548,3840,-6.468309985101223,0.0060858903,32.29723358154297,-0.005503450007017819,32.117095947265625,0.0616455078125
297.64,6324224,0.5635501097334867,0.0,33.8130065840092,2142,611,0,80,486.0219428600001,0.2,79.3899035334587,0.0005,0.8062055110931396,3850,-6.46481277346611,0.006943552,32.55110168457031,-0.0033417698396078777,45.62965774536133,0.073431396484375
306.6,6340608,0.6077421109729488,0.0,36.464526658376926,2171,611,0,81,505.9733554400001,0.2,56.52309210300446,0.0005,0.8420801162719727,3860,-6.461453053355217,0.007460787,32.51034164428711,-0.001464328398287762,22.489028930664062,0.0998779296875
274.76,6356992,0.6036307564323354,0.0,36.21784538594013,2199,610,0,82,470.89036077,0.2,70.93493688106537,0.0005,0.8059065341949463,3870,-6.469114936888218,0.005327045,32.972984313964844,-0.003697847792864195,47.06610870361328,0.06337890625
306.98,6373376,0.558971280113306,0.0,33.53827680679835,2228,610,0,83,505.95661378999995,0.2,72.01793731451035,0.0005,0.8296587467193604,3880,-6.482419289648533,0.0043527344,32.96268081665039,-0.001221120689297095,32.7747917175293,0.07427978515625
312.57,6389760,0.59736494678866,0.0,35.8418968073196,2257,609,0,84,511.93664448999994,0.2,61.25703349113464,0.0005,0.8245458006858826,3890,-6.457495629787445,0.008745612,32.94179916381836,-0.0032129419247212353,30.764991760253906,0.08251953125
248.46,6406144,0.625894604689818,0.0,37.55367628138907,2285,609,0,85,433.73273642,0.2,73.58905584812165,0.0005,0.8332483172416687,3900,-6.445034681260585,0.007642676,32.43593978881836,-0.002754374357755296,28.830612182617188,0.08729248046875
240.59,6422528,0.6264320756353241,0.0,37.58592453811944,2314,608,0,86,430.65305435000005,0.2,86.09608565568924,0.0005,0.8004831075668335,3910,-6.442178438603878,0.006038965,32.673133850097656,-0.00286456161775277,37.03895950317383,0.07166748046875
239.61,6438912,0.6388692409469436,0.0,38.33215445681661,2342,608,0,87,426.66213085999993,0.2,85.86396708488465,0.0005,0.8128993511199951,3920,-6.4572726264595985,0.0059359493,33.493865966796875,-0.003515428768878337,44.057029724121094,0.06695556640625
244.79,6455296,0.6205246343926589,0.0,37.231478063559535,2371,607,0,88,440.06970562000004,0.2,90.52686978578568,0.0005,0.7894880771636963,3930,-6.4667757287621495,0.007042651,34.0010986328125,-0.0030838072307233233,32.44638442993164,0.073065185546875
267.97,6471680,0.6508700634592122,0.0,39.05220380755272,2400,607,0,89,482.17381345,0.2,76.61208546161652,0.0005,0.8043862581253052,3940,-6.480497927963734,0.006612346,34.45951461791992,-0.0019309930459712632,32.80903244018555,0.0855224609375
260.4,6488064,0.6125335479512715,0.0,36.7520128770763,2428,607,0,90,461.83219953000014,0.2,86.6749482870102,0.0005,0.7784779071807861,3950,-6.497727246582508,0.004801168,34.822025299072266,-0.0018285085796378552,35.568721771240234,0.07257080078125
288.67,6504448,0.6058784804579536,0.0,36.352708827477215,2457,606,0,91,493.7250584000001,0.2,79.82518520355225,0.0005,0.7956255674362183,3960,-6.51775913387537,0.0061135595,35.48411178588867,-0.0030766556119488087,45.1524543762207,0.060552978515625
279.86,6520832,0.599019017398084,0.0,35.94114104388505,2486,606,0,92,479.24054499,0.2,71.09300628900527,0.0005,0.8131213188171387,3970,-6.53637716025114,0.008273056,35.5717658996582,-0.001807290650322102,36.028499603271484,0.07431640625
287.67,6537216,0.5870157462241491,0.0,35.22094477344895,2515,605,0,93,486.07172304,0.2,76.69263960123062,0.0005,0.7870133519172668,3980,-6.5498624548316,0.006435031,36.4689826965332,-0.0036251340381568296,30.651599884033203,0.07132568359375
311.72,6553600,0.5712877211566226,0.0,34.27726326939735,2545,605,0,94,520.01060956,0.2,70.41172242164612,0.0005,0.7984573841094971,3990,-6.567984941601753,0.0074248845,37.19731140136719,-0.003830033872873173,36.80988693237305,0.068280029296875
314.69,6569984,0.5837413380286898,0.0,35.02448028172138,2574,604,0,95,513.18381786,0.2,59.115677285194394,0.0005,0.8346375226974487,4000,-6.5745545625686646,0.00842119,37.81028747558594,-0.003520503443905909,25.659591674804688,0.077001953125
282.99,6586368,0.5849743340440781,0.0,35.09846004264468,2603,604,0,96,474.94479562,0.2,69.32183219194413,0.0005,0.8168121576309204,4010,-6.566560076177121,0.01001463,37.34970474243164,-0.0025524360993586016,36.161781311035156,0.076739501953125
254.87,6602752,0.6454495216067322,0.0,38.72697129640393,2632,603,0,97,448.1278972700001,0.2,76.7410414814949,0.0005,0.8127117156982422,4020,-6.54686743170023,0.008018791,36.99879837036133,-0.002523043791006785,33.61280059814453,0.069537353515625
269.78,6619136,0.6173307842209278,0.0,37.03984705325567,2661,603,0,98,478.06526362000005,0.2,86.1450147986412,0.0005,0.800021231174469,4030,-6.543214815855026,0.0054685636,37.037696838378906,-0.001191380978707457,44.91510009765625,0.099560546875
261.23,6635520,0.6387718079638464,0.0,38.32630847783078,2689,603,0,99,459.81423621,0.2,77.03529765605927,0.0005,0.8092918992042542,4040,-6.528963397443294,0.0075441655,36.7930793762207,-0.005069104073845665,31.40200424194336,0.060284423828125
274.36,6651904,0.6224239956511901,0.0,37.34543973907141,2718,602,0,100,484.78214698999994,0.2,84.21827361583709,0.0005,0.8004875183105469,4050,-6.528708796203136,0.01245482,37.272274017333984,-0.0019226390919357072,36.004852294921875,0.071435546875
257.41,6668288,0.6536670647163217,0.0,39.220023882979305,2746,602,0,101,459.2654611,0.2,87.5461709022522,0.0005,0.8064197897911072,4060,-6.518464665114879,0.006299003,37.18488693237305,-0.0029062953228276454,32.86742401123047,0.072943115234375
266.65,6684672,0.6303758649653064,0.0,37.82255189791839,2774,602,0,102,474.29492998000006,0.2,88.51118332147598,0.0005,0.7975830435752869,4070,-6.530837377905845,0.0054869168,38.03142547607422,-0.001613600984273944,42.287174224853516,0.06365966796875
263.86,6701056,0.6148544282579631,0.0,36.891265695477784,2802,602,0,103,467.39012532,0.2,86.11693958044052,0.0005,0.7836229205131531,4080,-6.537975925207138,0.0092819845,38.50647735595703,-0.0024375029286602514,39.08269500732422,0.078887939453125
226.73,6717440,0.6653213915213256,0.0,39.919283491279536,2831,601,0,104,414.91909893999997,0.2,76.52526730298996,0.0005,0.8133323192596436,4090,-6.545819252729416,0.014647333,38.07761001586914,-0.002521658172918251,31.966886520385742,0.086602783203125
229.46,6733824,0.6457933970113894,0.0,38.74760382068336,2859,601,0,105,423.75353117,0.2,100.00786521434785,0.0005,0.7558298110961914,4100,-6.554658660292626,0.005927924,38.43333435058594,-0.004533337398606818,49.21138000488281,0.071685791015625
231.78,6750208,0.6355718880598616,0.0,38.1343132835917,2888,601,0,106,415.31165970000006,0.2,93.89121327400207,0.0005,0.7625604271888733,4110,-6.5763582020998,0.008914428,39.23357009887695,-0.0022534798961714843,38.89262771606445,0.077203369140625
243.3,6766592,0.6214995302363313,0.0,37.28997181417988,2915,601,0,107,430.72662278,0.2,106.46766471862793,0.0005,0.7713947296142578,4120,-6.602692247927189,0.0075730872,40.012420654296875,-0.005468667728564469,48.161590576171875,0.09791259765625
266.88,6782976,0.5949129554778217,0.0,35.6947773286693,2945,600,0,108,460.9096756500001,0.2,67.80385874509811,0.0005,0.8186319470405579,4130,-6.615325497090817,0.0070306286,40.40048599243164,-0.002680369108566083,31.42621421813965,0.090985107421875
267.13,6799360,0.6141183229984782,0.0,36.84709937990869,2974,600,0,109,457.48335972999996,0.2,72.12121570110321,0.0005,0.8169651627540588,4140,-6.602109813690186,0.005305323,39.87873458862305,-0.004296831526517053,40.43198776245117,0.082891845703125
260.91,6815744,0.6106729111779112,0.0,36.640374670674674,3002,600,0,110,448.05675448999995,0.2,71.58910224437713,0.0005,0.8247686624526978,4150,-6.603985108435154,0.009101627,40.14350891113281,-0.00202339388015389,30.788681030273438,0.075927734375
269.1,6832128,0.6009420167823682,0.0,36.0565210069421,3032,599,0,111,460.07130162999994,0.2,75.51683139801025,0.0005,0.8284690380096436,4160,-6.6173618018627165,0.006376518,40.31556701660156,-0.0024152031277481,40.85158920288086,0.065740966796875
245.5,6848512,0.6289226706790549,0.0,37.73536024074329,3061,599,0,112,429.47384805,0.2,75.3878206729889,0.0005,0.8353356719017029,4170,-6.621444527804852,0.008278604,40.31287384033203,-0.003599924816080602,33.78235626220703,0.076177978515625
254.49,6864896,0.6187632995833174,0.0,37.125797974999045,3089,599,0,113,447.15480595,0.2,86.71411733627319,0.0005,0.7960189580917358,4180,-6.625804553925991,0.0077284565,40.10847854614258,-0.003991178269643569,33.84969711303711,0.076165771484375
247.83,6881280,0.6436816949544159,0.0,38.620901697264955,3117,599,0,114,441.34106644,0.2,85.55138578414918,0.0005,0.7904679179191589,4190,-6.615770845115184,0.0053576953,39.948055267333984,-0.00548411131312605,29.323816299438477,0.07120361328125
244.44,6897664,0.6392093745866857,0.0,38.35256247520115,3146,598,0,115,442.48746779,0.2,87.37700597047805,0.0005,0.8080401420593262,4200,-6.618785236775875,0.0060787154,40.24137878417969,-0.003032580991930445,46.16835403442383,0.070733642578125
244.65,6914048,0.6114970943911578,0.0,36.68982566346946,3175,598,0,116,436.5251470400001,0.2,80.38480311632156,0.0005,0.7992867827415466,4210,-6.629174265265465,0.0066554295,40.73250198364258,-0.0011056410809032967,35.40232467651367,0.09366455078125
286.55,6930432,0.5906189252950699,0.0,35.43713551770419,3203,598,0,117,487.46752197999996,0.2,74.92733248472214,0.0005,0.8252730369567871,4220,-6.636161376535893,0.005915151,41.2999382019043,-0.002694167160007055,32.34611129760742,0.074755859375
296.58,6946816,0.6251442452352461,0.0,37.50865471411477,3231,598,0,118,506.64920405,0.2,62.34883431196213,0.0005,0.8404924869537354,4230,-6.6349568024277685,0.011228355,40.98663330078125,-0.002399633809545776,24.31816864013672,0.08800048828125
277.5,6963200,0.640099999789469,0.0,38.40599998736813,3259,598,0,119,494.86544595,0.2,65.5721639752388,0.0005,0.8331664800643921,4240,-6.626256373524666,0.0056234803,40.74709701538086,9.244129214494023e-05,29.60453224182129,0.100335693359375
289.33,6979584,0.6242557629771732,0.0,37.45534577863039,3289,597,0,120,515.5747930499999,0.2,74.98811069726943,0.0005,0.7951618432998657,4250,-6.619983491301537,0.0063440166,40.995216369628906,-0.0023566468011267717,29.867164611816406,0.065692138671875
279.96,6995968,0.6465700731618992,0.0,38.794204389713954,3317,597,0,121,498.64319844000005,0.2,66.58202171325684,0.0005,0.8475340604782104,4260,-6.626022526621819,0.007011885,41.21783447265625,-0.001400276274216594,33.23194122314453,0.06566162109375
288.37,7012352,0.6177453650291217,0.0,37.0647219017473,3345,597,0,122,513.6663508500001,0.2,82.46060523986816,0.0005,0.7978538274765015,4270,-6.638685227930546,0.005521193,41.290870666503906,-0.003413550076948013,42.2911262512207,0.05716552734375
278.06,7028736,0.6358481232544173,0.0,38.150887395265045,3375,597,0,123,491.26040538,0.2,68.33913173675538,0.0005,0.8282063603401184,4280,-6.630920505523681,0.006114568,40.82435607910156,-0.0032047597313066946,28.826190948486328,0.0694091796875
277.6,7045120,0.6390963806649925,0.0,38.345782839899556,3404,596,0,124,497.29012020999994,0.2,84.04092140197754,0.0005,0.8190354108810425,4290,-6.636145193874836,0.010548388,41.66538619995117,-0.002149677151464857,36.495487213134766,0.079779052734375
286.65,7061504,0.609370032917758,0.0,36.56220197506548,3433,596,0,125,504.22726294999995,0.2,79.8773865699768,0.0005,0.7990512847900391,4300,-6.6630625680088995,0.008291066,42.57217025756836,-0.003310698230779963,36.196929931640625,0.076898193359375
299.54,7077888,0.6035522737466803,0.0,36.21313642480082,3463,596,0,126,518.63098522,0.2,76.52183496952057,0.0005,0.8285571932792664,4310,-6.6804108515381815,0.009793013,42.605857849121094,-0.001718660519691184,28.630901336669922,0.09111328125
298.47,7094272,0.6092961628440925,0.0,36.55776977064555,3492,595,0,127,510.01015635000005,0.2,65.18255429267883,0.0005,0.8372774720191956,4320,-6.685427387058735,0.005642396,42.80362319946289,-0.0036130717817286495,30.18837547302246,0.06444091796875
277.7,7110656,0.6317250070033287,0.0,37.90350042019972,3521,595,0,128,487.70795072999994,0.2,77.76920977830886,0.0005,0.8192142844200134,4330,-6.673740655183792,0.0061491006,42.42991638183594,-0.0042656152498238955,29.20072364807129,0.059527587890625
278.75,7127040,0.607461136853509,0.0,36.44766821121054,3550,595,0,129,488.4809543999999,0.2,86.32868869304657,0.0005,0.7891111969947815,4340,-6.682879088819027,0.013640431,42.8820686340332,0.0012973959750524956,37.40217208862305,0.10413818359375
285.09,7143424,0.6225951784625182,0.0,37.35571070775109,3579,595,0,130,494.75197692,0.2,78.56857829093933,0.0005,0.8091341853141785,4350,-6.674288688600063,0.0053670625,42.41594314575195,-0.003980920817048173,32.61211395263672,0.069732666015625
296.25,7159808,0.6113188748723378,0.0,36.679132492340266,3608,594,0,131,515.8459630899999,0.2,81.39904221296311,0.0005,0.7897100448608398,4360,-6.681041146814823,0.0070903343,42.72816848754883,-0.003294229935272597,44.592498779296875,0.066656494140625
275.65,7176192,0.6299230808901273,0.0,37.79538485340764,3638,594,0,132,490.40184979,0.2,71.28647414445877,0.0005,0.8140770792961121,4370,-6.686278739571572,0.00552179,42.72620391845703,-0.004247888471581973,30.672574996948242,0.060528564453125
264.07,7192576,0.6203980640365787,0.0,37.22388384219472,3661,595,0,133,468.58696979000007,0.2,78.92369712591172,0.0005,0.8048291802406311,4380,-6.7075228035449985,0.020137765,43.59171676635742,-0.0013103958775900538,33.91486740112305,0.082110595703125
253.52,7208960,0.6458185227429559,0.0,38.74911136457736,3684,595,0,134,455.91167452999997,0.2,82.15631815195084,0.0005,0.8053773045539856,4390,-6.717290870845318,0.009179216,43.70933151245117,-0.0032978152517898706,32.996578216552734,0.076312255859375
243.32,7225344,0.6212319942747278,0.0,37.27391965648366,3707,596,0,135,436.86176929,0.2,79.3964442372322,0.0005,0.812311589717865,4400,-6.7346979707479475,0.007706988,45.00894546508789,-0.002211880613685935,42.55475616455078,0.08480224609375
274.93,7241728,0.604017513469133,0.0,36.24105080814799,3731,597,0,136,474.09075630000007,0.2,77.05982996225357,0.0005,0.8118791580200195,4410,-6.738084426522255,0.006976639,45.01066970825195,-0.0036863114160951226,27.347515106201172,0.05
262.05,7258112,0.6514522024777607,0.0,39.08713214866564,3754,597,0,137,466.91392569000004,0.2,68.88539899587632,0.0005,0.8324167728424072,4420,-6.719631704688072,0.0071831653,44.224647521972656,-0.003105819453776348,29.659894943237305,0.07689208984375
251.0,7274496,0.6111353146334082,0.0,36.6681188780045,3777,598,0,138,448.2871292500001,0.2,90.32501496076584,0.0005,0.796690821647644,4430,-6.741112430393696,0.007854344,45.285892486572266,-0.003245993196105701,37.749603271484375,0.06318359375
283.72,7290880,0.6286050700184524,0.0,37.71630420110714,3800,599,0,139,495.78515035000004,0.2,69.75198373794555,0.0005,0.8031349778175354,4440,-6.752468739449978,0.007428053,45.49560546875,-0.0017388967993611005,28.248985290527344,0.092572021484375
279.07,7307264,0.6278137048358639,0.0,37.66882229015184,3823,599,0,140,493.52957209,0.2,78.77090604305268,0.0005,0.7925230860710144,4450,-6.739696694910526,0.0087417085,45.032657623291016,-0.004112888182135066,40.3217887878418,0.076220703125
288.5,7323648,0.6451837056764655,0.0,38.71102234058793,3846,600,0,141,522.56741164,0.2,69.03292326927185,0.0005,0.8306079506874084,4460,-6.73952569514513,0.0078134835,45.30032730102539,-0.003371199324465124,33.246212005615234,0.079986572265625
274.67,7340032,0.645919607365749,0.0,38.75517644194494,3870,601,0,142,494.42649268,0.2,80.976338493824,0.0005,0.7929197549819946,4470,-6.734174898266792,0.0057495357,44.59708786010742,-0.0030383773453650067,35.13312911987305,0.068084716796875
252.98,7356416,0.6443411883190778,0.0,38.660471299144675,3897,601,0,143,464.34941384999996,0.2,86.89020837545395,0.0005,0.8064585328102112,4480,-6.740565784275532,0.0059370273,44.83023452758789,-0.0019649518209917003,48.16208267211914,0.081463623046875
262.79,7372800,0.6452488866640558,0.0,38.714933199843344,3926,600,0,144,481.44798942999995,0.2,85.23788151741027,0.0005,0.7869542837142944,4490,-6.759259767830372,0.009331024,45.47875213623047,-0.0015108453004359034,39.559600830078125,0.09505615234375
263.11,7389184,0.658944559593375,0.0,39.53667357560249,3954,600,0,145,486.52052813,0.2,89.17117649316788,0.0005,0.7764264345169067,4500,-6.758452706038952,0.004696175,45.36991500854492,-0.0038235336218349404,43.09138107299805,0.04512939453125
