rollout/ep_len_mean,time/total_timesteps,custom/reward_speed,custom/status_collision_mean,custom/status_speed_avg,time/time_elapsed,time/fps,custom/status_overtake_max,time/iterations,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/learning_rate,train/explained_variance,train/n_updates,train/entropy_loss,train/approx_kl,train/std,train/policy_gradient_loss,train/loss,train/clip_fraction
295.82,5406720,0.5819606472046288,0.0,34.91763883227773,613,641,0,24,494.96578716,0.2,74.4224299788475,0.0005,0.8277182579040527,3290,-5.992230615019798,0.0041841194,20.20976448059082,-0.0001507091241364833,29.49494743347168,0.081365966796875
300.14,5423104,0.5853525310090244,0.0,35.12115186054147,642,637,0,25,494.77949684,0.2,68.46863032579422,0.0005,0.8311156034469604,3300,-5.999060671031475,0.010155452,20.341012954711914,-0.0026079769697389564,26.840694427490234,0.07119140625
281.98,5439488,0.5876131810454709,0.0,35.25679086272825,669,636,0,26,465.6827073299999,0.2,69.6253478050232,0.0005,0.8236265778541565,3310,-6.012494882941246,0.007364593,20.43122673034668,-0.0016069803532445803,27.087045669555664,0.0825927734375
290.33,5455872,0.5981888951036025,0.0,35.89133370621616,697,634,0,27,483.83300937,0.2,72.22624542713166,0.0005,0.8426603078842163,3320,-6.015421803295612,0.007140535,20.49996566772461,-0.0042241522838594395,32.78398895263672,0.06787109375
277.46,5472256,0.6018645846915949,0.0,36.11187508149569,725,632,0,28,466.88028443,0.2,70.18229147195817,0.0005,0.844813346862793,3330,-6.021126148104668,0.004634324,20.689332962036133,-0.0025787932881939923,32.64815139770508,0.073583984375
280.32,5488640,0.6158529262833046,0.0,36.951175576998274,753,630,0,29,484.37856458000005,0.2,70.84467675685883,0.0005,0.8380365967750549,3340,-6.017707259953022,0.006169413,20.866378784179688,-0.003889796404837398,29.862585067749023,0.066558837890625
274.4,5505024,0.6097743562211646,0.0,36.58646137326987,782,627,0,30,479.6748635000001,0.2,70.72513440847396,0.0005,0.8153335452079773,3350,-6.017735457420349,0.005574996,21.08008575439453,-0.0031745826912811027,30.606307983398438,0.064300537109375
271.83,5521408,0.6158656946294436,0.0,36.95194167776661,811,625,0,31,467.99129346999996,0.2,75.23330742120743,0.0005,0.8126177191734314,3360,-6.026875150203705,0.007596547,21.464807510375977,-0.0026575777868856677,31.030048370361328,0.065606689453125
274.31,5537792,0.6185504541821732,0.0,37.11302725093039,839,624,0,32,481.92704846,0.2,84.75766144990921,0.0005,0.7955217361450195,3370,-6.044939082860947,0.0100588165,21.97006607055664,-0.001973317066585878,34.64130401611328,0.088189697265625
262.67,5554176,0.6527165699799014,0.0,39.162994198794074,867,622,0,33,473.8862764599999,0.2,74.89494687318802,0.0005,0.8080678582191467,3380,-6.045020620524883,0.0057152975,21.716724395751953,-0.004309143328282516,36.013118743896484,0.07540283203125
268.91,5570560,0.6107594030432459,0.0,36.645564182594754,892,624,0,34,472.27306555,0.2,85.2582016468048,0.0005,0.7895517349243164,3390,-6.052710783481598,0.0062379735,22.13390350341797,-0.0030711280480318235,39.05214309692383,0.073040771484375
